chunk_id,text
82,” confused python keywords like def syntax make program readable also reminder argument parameter work call function argument assigned param eters interface design next step write circle take radius r parameter simple solution us polygon draw sided polygon import math def circlet r circumference mathpi r n length circumference n polygont n length ﬁrst line computes circumference circle radius r using formula πr since use mathpi import math convention import statement usually beginning script n number line segment approximation circle length length segment thus polygon draw sided polygon approximates circle radius r one limitation solution n constant mean big circle line segment long small circle waste time drawing small segment one solution would generalize function taking n parameter
83,n constant mean big circle line segment long small circle waste time drawing small segment one solution would generalize function taking n parameter would give user whoever call circle control interface would less clean interface function summary used parameter function return value interface “ clean ” allows caller want without dealing unnecessary detail example r belongs interface speciﬁes circle drawn n less appropriate pertains detail circle rendered rather clutter interface better choose appropriate value ofn depend ing circumference chapter case study interface design def circlet r circumference mathpi r n intcircumference length circumference n polygont n length number segment integer near circumference length segment approximately small enough circle look good big enough efﬁcient
84,n polygont n length number segment integer near circumference length segment approximately small enough circle look good big enough efﬁcient acceptable size circle adding n guarantee polygon least side refactoring wrotecircle able reusepolygon manysided polygon good approximation circle arc cooperative ’ usepolygon circle draw arc one alternative start copy polygon transform arc result might look like def arct r angle arclength mathpi r angle n intarclength steplength arclength n stepangle angle n rangen tfdsteplength tltstepangle second half function look like polygon ’ reuse polygon without changing interface could generalize polygon take angle third argument polygon would longer appropriate name instead let ’ call general function polyline def polylinet n length angle rangen tfdlength
85,angle third argument polygon would longer appropriate name instead let ’ call general function polyline def polylinet n length angle rangen tfdlength tltangle rewrite polygon arc use polyline def polygont n length angle n polylinet n length angle def arct r angle arclength mathpi r angle n intarclength steplength arclength n stepangle floatangle n polylinet n steplength stepangle finally rewrite circle use arc development plan def circlet r arct r process — rearranging program improve interface facilitate code reuse — called refactoring case noticed similar code arc polygon “ factored ” polyline planned ahead might written polyline ﬁrst avoided refactoring often ’ know enough beginning project design interface start coding understand problem better sometimes refactoring sign learned
86,avoided refactoring often ’ know enough beginning project design interface start coding understand problem better sometimes refactoring sign learned something development plan development plan process writing program process used case study “ encapsulation generalization ” step process start writing small program function deﬁnitions get program working identify coherent piece encapsulate piece function give name generalize function adding appropriate parameter repeat step – set working function copy paste working code avoid retyping redebugging look opportunity improve program refactoring example similar code several place consider factoring appropriately general function process drawback — see alternative later — useful ’ know ahead time divide program function approach let design go
87,appropriately general function process drawback — see alternative later — useful ’ know ahead time divide program function approach let design go along docstring docstring string beginning function explains interface “ doc ” short “ documentation ” example def polylinet n length angle draw n line segment given length angle degree turtle rangen tfdlength tltangle convention docstrings triplequoted string also known multiline string triple quote allow string span one line chapter case study interface design terse contains essential information someone would need use func tion explains concisely function without getting detail explains effect parameter behavior function type parameter obvious writing kind documentation important part interface design well designed interface simple explain
88,parameter behavior function type parameter obvious writing kind documentation important part interface design well designed interface simple explain hard time explaining one function maybe interface could improved debugging interface like contract function caller caller agrees provide certain parameter function agrees certain work example polyline requires four argument turtlen integer length positive number angle number understood degree requirement called precondition supposed true function start executing conversely condition end function post condition postconditions include intended effect function like drawing line segment side effect like moving turtle making change precondition responsibility caller caller violates properly docu mented precondition function ’ work correctly bug
89,like moving turtle making change precondition responsibility caller caller violates properly docu mented precondition function ’ work correctly bug caller function precondition satisﬁed postconditions bug function pre postconditions clear help debugging glossary method function associated object called using dot notation loop part program run repeatedly encapsulation process transforming sequence statement function deﬁ nition generalization process replacing something unnecessarily speciﬁc like number something appropriately general like variable parameter keyword argument argument includes name parameter “ key word ” interface description use function including name description argument return value refactoring process modifying working program improve function interface quality code
90,use function including name description argument return value refactoring process modifying working program improve function interface quality code development plan process writing program exercise figure turtle ﬂowers figure turtle pie docstring string appears top function deﬁnition document func tion ’ interface precondition requirement satisﬁed caller function start postcondition requirement satisﬁed function end exercise exercise download code chapter http thinkpython com code polygon py draw stack diagram show state program executing circlebob radius arithmetic hand add print statement code version arc section accurate linear approximation circle always outside true circle result turtle end pixel away correct destination solution show way reduce effect error read code see make sense
91,circle always outside true circle result turtle end pixel away correct destination solution show way reduce effect error read code see make sense draw diagram might see work exercise write appropriately general set function draw ﬂowers figure solution http thinkpython com code flower py also requires http thinkpython com code polygon py exercise write appropriately general set function draw shape figure solution http thinkpython com code pie py exercise letter alphabet constructed moderate number basic ele ments like vertical horizontal line curve design alphabet drawn minimal number basic element write function draw letter write one function letter name drawa drawb etc put function ﬁle named letterspy download “ turtle typewriter ” http thinkpython com code typewriter py help test code
92,letter name drawa drawb etc put function ﬁle named letterspy download “ turtle typewriter ” http thinkpython com code typewriter py help test code chapter case study interface design get solution http thinkpython com code letter py also requires http thinkpython com code polygon py exercise read spiral http en wikipedia org wiki spiral write program draw archimedian spiral one kind solution http thinkpython com code spiral pychapter conditionals recursion main topic chapter theif statement executes different code depending state program ﬁrst want introduce two new operator ﬂoor division modulus floor division modulus ﬂoor division operator divide two number round integer example suppose run time movie minute might want know long hour conventional division return ﬂoatingpoint number minute
93,two number round integer example suppose run time movie minute might want know long hour conventional division return ﬂoatingpoint number minute minute ’ normally write hour decimal point floor division return integer number hour rounding minute hour minute hour get remainder could subtract one hour minute remainder minute hour remainder alternative use modulus operator divide two number return remainder remainder minute remainder modulus operator useful seems example check whether one number divisible another — x zero x divisible chapter conditionals recursion also extract rightmost digit digit number example x yield rightmost digit x base similarly x yield last two digit using python division work differently division operator performs ﬂoor division operand integer ﬂoatingpoint division
94,x yield last two digit using python division work differently division operator performs ﬂoor division operand integer ﬂoatingpoint division either operand float boolean expression boolean expression expression either true false following example use operator compare two operand produce true equal false otherwise true false true false special value belong type bool string typetrue typefalse operator one relational operator others x x equal x x greater x x less x x greater equal x x less equal although operation probably familiar python symbol different mathematical symbol common error use single equal sign instead double equal sign remember assignment operator relational operator thing logical operator three logical operator semantics meaning operator similar meaning english example x x
95,assignment operator relational operator thing logical operator three logical operator semantics meaning operator similar meaning english example x x true x greater less n n true either condition true number divisible finally operator negates boolean expression x true x false x less equal strictly speaking operand logical operator boolean expression python strict nonzero number interpreted true conditional execution true true ﬂexibility useful subtlety might confusing might want avoid unless know conditional execution order write useful program almost always need ability check condition change behavior program accordingly conditional statement give u ability simplest form statement x printx positive boolean expression called condition true indented statement run nothing happens statement
96,give u ability simplest form statement x printx positive boolean expression called condition true indented statement run nothing happens statement structure function deﬁnitions header followed indented body statement like called compound statement limit number statement appear body least one occasionally useful body statement usually place keeper code ’ written yet case use thepass statement nothing x pas todo need handle negative value alternative execution second form statement “ alternative execution ” two possi bilities condition determines one run syntax look like x printx even else printx odd remainder x divided know x even program display appropriate message condition false second set statement run since condition must true false exactly one alternative run alternative called
97,display appropriate message condition false second set statement run since condition must true false exactly one alternative run alternative called branch branch ﬂow execution chained conditionals sometimes two possibility need two branch one way express computation like chained conditional chapter conditionals recursion x printx less elif x printx greater else printx equal elif abbreviation “ else ” exactly one branch run limit number elif statement else clause end ’ one choice drawa elif choice b drawb elif choice c drawc condition checked order ﬁrst false next checked one true corresponding branch run statement end even one condition true ﬁrst true branch run nested conditionals one conditional also nested within another could written example previous section like x printx equal else x
98,ﬁrst true branch run nested conditionals one conditional also nested within another could written example previous section like x printx equal else x printx less else printx greater outer conditional contains two branch ﬁrst branch contains simple statement second branch contains another statement two branch two branch simple statement although could conditional statement well although indentation statement make structure apparent nested condi tionals become difﬁcult read quickly good idea avoid logical operator often provide way simplify nested conditional statement ex ample rewrite following code using single conditional x x printx positive singledigit number print statement run make past conditionals get effect operator x x printx positive singledigit number recursion kind condition
99,singledigit number print statement run make past conditionals get effect operator x x printx positive singledigit number recursion kind condition python provides concise option x printx positive singledigit number recursion legal one function call another also legal function call may obvious good thing turn one magical thing program example look following function def countdownn n printblastoff else printn countdownn n negative output word “ blastoff ” otherwise output n call function named countdown — — passing n argument happens call function like countdown execution countdown begin n since n greater output value call execution countdown begin n since n greater output value call execution countdown begin n since n greater output value call execution countdown begin n since n greater
100,begin n since n greater output value call execution countdown begin n since n greater output value call execution countdown begin n since n greater output word “ blastoff ” return countdown got n return countdown got n return countdown got n return ’ back inmain total output look like blastoff function call recursive process executing called recursion another example write function print string n time def printns n n return print printns n chapter conditionals recursion main countdown countdown countdown countdown n n n n figure stack diagram n return statement exit function ﬂow execution immediately turn caller remaining line function ’ run rest function similar countdown display call display n− additional time number line output n add n simple example like probably easier use loop see
101,rest function similar countdown display call display n− additional time number line output n add n simple example like probably easier use loop see example later hard write loop easy write recursion good start early stack diagram recursive function section used stack diagram represent state program function call kind diagram help interpret recursive function every time function get called python creates frame contain function ’ local variable parameter recursive function might one frame stack time figure show stack diagram countdown called n usual top stack frame main empty create variable main pas argument four countdown frame different value parameter n bottom stack n called base case make recursive call frame exercise draw stack diagram printn called hello n write function called take
102,parameter n bottom stack n called base case make recursive call frame exercise draw stack diagram printn called hello n write function called take function object numbern argument call given function n time inﬁnite recursion recursion never reach base case go making recursive call forever program never terminates known inﬁnite recursion generally good idea minimal program inﬁnite recursion keyboard input def recurse recurse programming environment program inﬁnite recursion really run forever python report error message maximum recursion depth reached file line recurse file line recurse file line recurse file line recurse runtimeerror maximum recursion depth exceeded traceback little bigger one saw previous chapter error occurs recurse frame stack encounter inﬁnite recursion accident
103,recursion depth exceeded traceback little bigger one saw previous chapter error occurs recurse frame stack encounter inﬁnite recursion accident review function conﬁrm base case make recursive call base case check whether guaranteed reach keyboard input program written far accept input user thing every time python provides builtin function called input stop program wait user type something user press return enter program resume input return user typed string python function called rawinput text input waiting text waiting getting input user good idea print prompt telling user type input take prompt argument name input whatis namen whatis name arthur king briton name arthur king briton sequence n end prompt represents anewline special character cause line break ’ user ’ input appears prompt
104,arthur king briton name arthur king briton sequence n end prompt represents anewline special character cause line break ’ user ’ input appears prompt expect user type integer try convert return value int prompt whatis airspeed velocity unladen swallown speed inputprompt whatis airspeed velocity unladen swallow intspeed chapter conditionals recursion user type something string digit get error speed inputprompt whatis airspeed velocity unladen swallow mean african european swallow intspeed valueerror invalid literal int base see handle kind error later debugging syntax runtime error occurs error message contains lot information overwhelming useful part usually • kind error • occurred syntax error usually easy ﬁnd gotchas whitespace error tricky space tab invisible used ignoring x file line
105,part usually • kind error • occurred syntax error usually easy ﬁnd gotchas whitespace error tricky space tab invisible used ignoring x file line indentationerror unexpected indent example problem second line indented one space error message point misleading general error message indicate problem discovered actual error might earlier code sometimes previous line true runtime error suppose trying compute signaltonoise ratio decibel formula snr db logpsignal pnoise python might write something like import math signalpower noisepower ratio signalpower noisepower decibel mathlogratio printdecibels run program get exception traceback recent call last file snrpy line decibel mathlogratio valueerror math domain error error message indicates line nothing wrong line ﬁnd real error might useful
106,last file snrpy line decibel mathlogratio valueerror math domain error error message indicates line nothing wrong line ﬁnd real error might useful print value ratio turn problem line us ﬂoor division instead ﬂoatingpoint division take time read error message carefully ’ assume everything say correct glossary glossary ﬂoor division operator denoted divide two number round ward negative inﬁnity integer modulus operator operator denoted percent sign work integer return remainder one number divided another boolean expression expression whose value either true false relational operator one operator compare operand logical operator one operator combine boolean expression conditional statement statement control ﬂow execution depending condition condition boolean expression conditional statement
107,boolean expression conditional statement statement control ﬂow execution depending condition condition boolean expression conditional statement determines branch run compound statement statement consists header body header end colon body indented relative header branch one alternative sequence statement conditional statement chained conditional conditional statement series alternative branch nested conditional conditional statement appears one branch another conditional statement return statement statement cause function end immediately return caller recursion process calling function currently executing base case conditional branch recursive function make recursive call inﬁnite recursion recursion ’ base case never reach eventu ally inﬁnite recursion cause runtime error exercise exercise
108,function make recursive call inﬁnite recursion recursion ’ base case never reach eventu ally inﬁnite recursion cause runtime error exercise exercise time module provides function also named time return current greenwich mean time “ epoch ” arbitrary time used reference point unix system epoch january import time timetime write script read current time convert time day hour minute second plus number day since epoch chapter conditionals recursion exercise fermat ’ last theorem say positive integer b c bn cn value n greater write function named checkfermat take four parameter — b c n — check see fermat ’ theorem hold n greater bn cn program print “ holy smoke fermat wrong ” otherwise program print “ ’ work ” write function prompt user input value b c n convert integer us checkfermat check
109,“ holy smoke fermat wrong ” otherwise program print “ ’ work ” write function prompt user input value b c n convert integer us checkfermat check whether violate fermat ’ theorem exercise given three stick may may able arrange triangle example one stick inch long two one inch long able get short stick meet middle three length simple test see possible form triangle three length greater sum two form triangle otherwise sum two length equal third form called “ degenerate ” triangle write function named istriangle take three integer argument print either “ yes ” “ ” depending whether form triangle stick given length write function prompt user input three stick length convert integer us istriangle check whether stick given length form triangle exercise output following program draw stack diagram
110,three stick length convert integer us istriangle check whether stick given length form triangle exercise output following program draw stack diagram show state program print result def recursen n print else recursen n recurse would happen called function like recurse write docstring explains everything someone would need know order use function nothing else following exercise use turtle module described chapter exercise read following function see ﬁgure see exam ples chapter run see got right exercise figure koch curve def drawt length n n return angle tfdlengthn tltangle drawt length n trtangle drawt length n tltangle tbklengthn exercise koch curve fractal look something like figure draw koch curve length x draw koch curve length x turn left degree draw koch curve length x turn right
111,koch curve fractal look something like figure draw koch curve length x draw koch curve length x turn left degree draw koch curve length x turn right degree draw koch curve length x turn left degree draw koch curve length x exception x less case draw straight line length x write function called koch take turtle length parameter us turtle draw koch curve given length write function called snowflake draw three koch curve make outline snowﬂake solution http thinkpython com code koch py koch curve generalized several way see http en wikipedia org wiki koch snowflake example implement favorite chapter conditionals recursionchapter fruitful function many python function used math function produce return value function ’ written void effect like printing value moving turtle ’ return value chapter
112,many python function used math function produce return value function ’ written void effect like printing value moving turtle ’ return value chapter learn write fruitful function return value calling function generates return value usually assign variable use part expression e mathexp height radius mathsinradians function written far void speaking casually return value precisely return value isnone chapter ﬁnally going write fruitful function ﬁrst example area return area circle given radius def arearadius mathpi radius return seen return statement fruitful function return statement includes expression statement mean “ return immediately function use following expression return value ” expression arbitrarily complicated could written function concisely def arearadius return mathpi radius
113,use following expression return value ” expression arbitrarily complicated could written function concisely def arearadius return mathpi radius hand temporary variable like make debugging easier sometimes useful multiple return statement one branch condi tional chapter fruitful function def absolutevaluex x return x else return x since return statement alternative conditional one run soon return statement run function terminates without executing subse quent statement code appears return statement place ﬂow execution never reach called dead code fruitful function good idea ensure every possible path pro gram hit return statement example def absolutevaluex x return x x return x function incorrect x happens neither condition true function end without hitting return statement ﬂow execution
114,absolutevaluex x return x x return x function incorrect x happens neither condition true function end without hitting return statement ﬂow execution get end function return value none absolute value printabsolutevalue none way python provides builtin function called ab computes absolute value exercise write compare function take two value x return x x x incremental development write larger function might ﬁnd spending time debugging deal increasingly complex program might want try process called cremental development goal incremental development avoid long debugging session adding testing small amount code time example suppose want ﬁnd distance two point given coordinate x x pythagorean theorem distance distance √ x− x y− ﬁrst step consider distance function look like python word input
115,two point given coordinate x x pythagorean theorem distance distance √ x− x y− ﬁrst step consider distance function look like python word input parameter output return value case input two point represent using four number return value distance represented ﬂoatingpoint value immediately write outline function def distancex x return incremental development obviously version ’ compute distance always return zero syn tactically correct run mean test make complicated test new function call sample argument distance chose value horizontal distance vertical distance way result hypotenuse right triangle testing function useful know right answer point conﬁrmed function syntactically correct start adding code body reasonable next step ﬁnd difference x− x y− next version store value temporary
116,point conﬁrmed function syntactically correct start adding code body reasonable next step ﬁnd difference x− x y− next version store value temporary variable print def distancex x dx x x dy printdx dx printdy dy return function working display dx dy know function getting right argument performing ﬁrst computation correctly line check next compute sum square dx dy def distancex x dx x x dy dsquared dx dy printdsquared dsquared return would run program stage check output finally use mathsqrt compute return result def distancex x dx x x dy dsquared dx dy result mathsqrtdsquared return result work correctly done otherwise might want print value result return statement ﬁnal version function ’ display anything run return value print statement wrote useful debugging get function working remove
117,result return statement ﬁnal version function ’ display anything run return value print statement wrote useful debugging get function working remove code like called scaffolding helpful building program part ﬁnal product start add line two code time gain experience might ﬁnd writing debugging bigger chunk either way incremental development save lot debugging time key aspect process chapter fruitful function start working program make small incremental change point error good idea use variable hold intermediate value display check program working might want remove scaffolding consolidate multiple statement compound expression make program difﬁcult read exercise use incremental development write function called hypotenuse return length hypotenuse right triangle given length two leg argument
118,read exercise use incremental development write function called hypotenuse return length hypotenuse right triangle given length two leg argument record stage development process go composition expect call one function within another exam ple ’ write function take two point center circle point perimeter computes area circle assume center point stored variablesxc yc perimeter point xp yp ﬁrst step ﬁnd radius circle distance two point wrote function distance radius distancexc yc xp yp next step ﬁnd area circle radius wrote result arearadius encapsulating step function get def circleareaxc yc xp yp radius distancexc yc xp yp result arearadius return result temporary variable radius result useful development debugging program working make concise composing function call def circleareaxc yc xp
119,result temporary variable radius result useful development debugging program working make concise composing function call def circleareaxc yc xp yp return areadistancexc yc xp yp boolean function function return booleans often convenient hiding complicated test side function example def isdivisiblex x return true else return false recursion common give boolean function name sound like yesno question isdivisible return either true false indicate whether x divisible example isdivisible false isdivisible true result operator boolean write function concisely returning directly def isdivisiblex return x boolean function often used conditional statement isdivisiblex printx divisible might tempting write something like isdivisiblex true printx divisible extra comparison unnecessary exercise
120,statement isdivisiblex printx divisible might tempting write something like isdivisiblex true printx divisible extra comparison unnecessary exercise write function isbetweenx z return true x≤ y≤ z false otherwise recursion covered small subset python might interested know subset complete programming language mean anything computed expressed language program ever written could rewritten using language feature learned far actually would need command control device like mouse disk etc ’ proving claim nontrivial exercise ﬁrst accomplished alan turing one ﬁrst computer scientist would argue mathematician lot early computer scientist started mathematician accordingly known turing thesis complete accurate discussion turing thesis recommend michael sipser ’ bookintroduction theory computation
121,accordingly known turing thesis complete accurate discussion turing thesis recommend michael sipser ’ bookintroduction theory computation give idea tool learned far ’ eval uate recursively deﬁned mathematical function recursive deﬁnition similar circular deﬁnition sense deﬁnition contains reference thing deﬁned truly circular deﬁnition useful vorpal adjective used describe something vorpal saw deﬁnition dictionary might annoyed hand looked deﬁnition factorial function denoted symbol might get something like n nn− chapter fruitful function deﬁnition say factorial factorial value n n multiplied factorial n− time time time putting together equal time time time write recursive deﬁnition something write python program evaluate ﬁrst step decide parameter case clear factorial take integer def
122,time time time write recursive deﬁnition something write python program evaluate ﬁrst step decide parameter case clear factorial take integer def factorialn argument happens return def factorialn n return otherwise interesting part make recursive call ﬁnd factorial n− multiply n def factorialn n return else recurse factorialn result n recurse return result ﬂow execution program similar ﬂow countdown section call factorial value since take second branch calculate factorial n since take second branch calculate factorial n since take second branch calculate factorial n since equal take ﬁrst branch return without making recursive call return value multiplied n result returned return value multiplied n result returned return value multiplied n result becomes return value function call started
123,multiplied n result returned return value multiplied n result returned return value multiplied n result becomes return value function call started whole process figure show stack diagram look like sequence function call return value shown passed back stack frame return value value result product n recurse last frame local variable recurse result exist branch creates run leap faith n recurse recurse recurse main factorial n n n factorial factorial factorial result result result figure stack diagram leap faith following ﬂow execution one way read program quickly become overwhelming alternative call “ leap faith ” come function call instead following ﬂow execution youassume function work correctly return right result fact already practicing leap faith use builtin function call mathcos
124,following ﬂow execution youassume function work correctly return right result fact already practicing leap faith use builtin function call mathcos mathexp ’ examine body function assume work people wrote builtin function good programmer true call one function example section wrote function called isdivisible determines whether one number divisible another convinced function correct — examining code testing — use function without looking body true recursive program get recursive call instead following ﬂow execution assume recursive call work return correct result ask “ assuming ﬁnd factorial n− compute factorial n ” clear multiplying n course ’ bit strange assume function work correctly ’ ﬁnished writing ’ ’ called leap faith one example factorial common example recursively deﬁned
125,n course ’ bit strange assume function work correctly ’ ﬁnished writing ’ ’ called leap faith one example factorial common example recursively deﬁned mathematical func tion fibonacci following deﬁnition see httpenwikipediaorg wikifibonaccinumber ﬁbonacci ﬁbonacci ﬁbonacci n ﬁbonacci n− ﬁbonacci n− translated python look like chapter fruitful function def fibonaccin n return elif n return else return fibonaccin fibonaccin try follow ﬂow execution even fairly small value n head explodes according leap faith assume two recursive call work correctly clear get right result adding together checking type happens call factorial give argument factorial runtimeerror maximum recursion depth exceeded look like inﬁnite recursion function base case — n n integer miss base case recurse forever ﬁrst
126,runtimeerror maximum recursion depth exceeded look like inﬁnite recursion function base case — n n integer miss base case recurse forever ﬁrst recursive call value n next get smaller negative never two choice try generalize factorial function work ﬂoatingpoint number make factorial check type argument ﬁrst option called gamma function ’ little beyond scope book ’ go second use builtin function isinstance verify type argument ’ also make sure argument positive def factorialn isinstancen int printfactorial defined integer return none elif n printfactorial defined negative integer return none elif n return else return n factorialn ﬁrst base case handle nonintegers second handle negative integer case program print error message return none indicate something went wrong printfactorial fred
127,case handle nonintegers second handle negative integer case program print error message return none indicate something went wrong printfactorial fred factorial defined integer none printfactorial factorial defined negative integer none debugging get past check know n nonnegative integer prove recursion terminates program demonstrates pattern sometimes called guardian ﬁrst two condi tionals act guardian protecting code follows value might cause error guardian make possible prove correctness code section see ﬂexible alternative printing error message raising exception debugging breaking large program smaller function creates natural checkpoint debugging function working three possibility consider • something wrong argument function getting precondition violated • something wrong function
128,debugging function working three possibility consider • something wrong argument function getting precondition violated • something wrong function postcondition violated • something wrong return value way used rule ﬁrst possibility add print statement beginning function display value parameter maybe type write code check precondition explicitly parameter look good add print statement return statement display return value possible check result hand consider calling function value make easy check result section function seems working look function call make sure return value used correctly used adding print statement beginning end function help make ﬂow execution visible example version factorial print statement def factorialn space n printspace factorial n n printspace returning return
129,help make ﬂow execution visible example version factorial print statement def factorialn space n printspace factorial n n printspace returning return else recurse factorialn result n recurse printspace returning result return result space string space character control indentation output result factorial chapter fruitful function factorial factorial factorial factorial factorial returning returning returning returning returning confused ﬂow execution kind output helpful take time develop effective scaffolding little bit scaffolding save lot debugging glossary temporary variable variable used store intermediate value complex calcula tion dead code part program never run often appears return statement incremental development program development plan intended avoid debugging adding testing
130,code part program never run often appears return statement incremental development program development plan intended avoid debugging adding testing small amount code time scaffolding code used program development part ﬁnal version guardian programming pattern us conditional statement check han dle circumstance might cause error exercise exercise draw stack diagram following program program print def bz prod az z printz prod return prod def ax x x return x def cx z total x z square btotal return square exercise x x printcx xy exercise ackermann function n deﬁned n    n am− n am− n− n see http en wikipedia org wiki ackermann function write function named ack evaluates ackermann function use function evaluateack happens larger value n solution http thinkpython com code ackermann py
131,write function named ack evaluates ackermann function use function evaluateack happens larger value n solution http thinkpython com code ackermann py exercise palindrome word spelled backward forward like “ noon ” “ redivider ” recursively word palindrome ﬁrst last letter middle palindrome following function take string argument return ﬁrst last middle letter def firstword return word def lastword return word def middleword return word ’ see work chapter type function ﬁle named palindromepy test happens call middle string two letter one letter empty string written contains letter write function called ispalindrome take string argument return true palindrome false otherwise remember use builtin function len check length string solution http thinkpython com code palindrome soln py exercise
132,true palindrome false otherwise remember use builtin function len check length string solution http thinkpython com code palindrome soln py exercise number power b divisible b b power b write function called ispower take parameter b return true power b note think base case exercise greatest common divisor gcd b largest number divide remainder one way ﬁnd gcd two number based observation r remainder divided b gcd b gcdb r base case use gcd write function calledgcd take parameter b return greatest common divisor credit exercise based example abelson sussman ’ sstructure interpre tation computer program chapter fruitful functionschapter iteration chapter iteration ability run block statement repeatedly saw kind iteration using recursion section saw another kind using loop section chapter ’
133,chapter iteration ability run block statement repeatedly saw kind iteration using recursion section saw another kind using loop section chapter ’ see yet another kind using awhile statement ﬁrst want say little variable assignment reassignment may discovered legal make one assignment variable new assignment make existing variable refer new value stop referring old value x x x x ﬁrst time display x value second time value figure show reassignment look like state diagram point want address common source confusion python us equal sign assignment tempting interpret statement like b mathe matical proposition equality claim b equal interpre tation wrong first equality symmetric relationship assignment example math ematics python statement legal also mathematics proposition equality either true
134,wrong first equality symmetric relationship assignment example math ematics python statement legal also mathematics proposition equality either true false time b always equal b python assignment statement make two variable equal ’ stay way chapter iteration x figure state diagram b b equal b longer equal b third line change value change value b longer equal reassigning variable often useful use caution value variable change frequently make code difﬁcult read debug updating variable common kind reassignment anupdate new value variable depends old x x mean “ get current value x add one update x new value ” try update variable ’ exist get error python evaluates right side assigns value x x x nameerror name x defined update variable initialize usually simple assign ment x x x updating
135,error python evaluates right side assigns value x x x nameerror name x defined update variable initialize usually simple assign ment x x x updating variable adding called anincrement subtracting called adecrement statement computer often used automate repetitive task repeating identical similar task without making error something computer well people poorly computer program repetition also called iteration already seen two function countdown printn iterate using recursion iteration common python provides language feature make easier one statement saw section ’ get back later another statement version ofcountdown us statement statement def countdownn n printn n n printblastoff almost read thewhile statement english mean “ n greater display value n decrement n get display word blastoff ”
136,countdownn n printn n n printblastoff almost read thewhile statement english mean “ n greater display value n decrement n get display word blastoff ” formally ﬂow execution statement determine whether condition true false false exit statement continue execution next statement condition true run body go back step type ﬂow called loop third step loop back around top body loop change value one variable condition becomes false eventually loop terminates otherwise loop repeat forever called inﬁnite loop endless source amusement computer scientist observation direction shampoo “ lather rinse repeat ” inﬁnite loop case countdown prove loop terminates n zero negative loop never run otherwise n get smaller time loop eventually get loop easy tell example def sequencen n printn n n even n n else n
137,n zero negative loop never run otherwise n get smaller time loop eventually get loop easy tell example def sequencen n printn n n even n n else n odd n n condition loop n loop continue n make condition false time loop program output value n check whether even odd even n divided odd value n replaced n example argument passed sequence resulting value n since n sometimes increase sometimes decrease obvious proof thatn ever reach program terminates particular value ofn prove termination example starting value power two n even every time loop reach previous example end sequence starting hard question whether prove program terminates posi tive value n far one able prove disprove see http enwikipediaorgwikicollatzconjecture chapter iteration exercise rewrite function printn section using
